Server_Region,GPU_Hardware,User_Tier,Primary_Workload,Termination_Reason,Session_Duration_Hours,Avg_Compute_Utilization_Pct,RAM_Allocated_GB,Network_Bandwidth_Used_GB,Total_Cost_USD,Session_Start_Date,Session_End_Date
us-east-1,CPU-Only,Free,Relational Database,User_Stopped,63.9,46,128,42.88,17.36,2026-01-04 02:26:00,2026-01-06 18:20:00
eu-central-1,CPU-Only,Pro,Web App Hosting,CUDA_Out_Of_Memory,62.7,9,64,189.7,112.76,2026-04-15 13:24:00,2026-04-18 04:06:00
eu-central-1,RTX 4090,Free,Relational Database,Out_of_Credit,12.2,56,64,245.78,99.73,2026-04-06 22:59:00,2026-04-07 11:11:00
eu-central-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,68.4,71,16,140.43,131.54,2026-02-03 03:20:00,2026-02-05 23:44:00
eu-central-1,CPU-Only,Free,PyTorch Training,CUDA_Out_Of_Memory,19.8,100,32,220.0,1.83,2026-01-21 14:59:00,2026-01-22 10:47:00
eu-central-1,RTX 4090,Free,PyTorch Training,Hardware_Fault,13.1,56,128,44.46,59.73,2026-02-21 21:23:00,2026-02-22 10:29:00
us-east-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,53.2,17,16,236.22,83.59,2026-04-11 18:42:00,2026-04-13 23:54:00
us-east-1,A100 80GB,Pro,PyTorch Training,User_Stopped,57.0,17,64,8.36,1.62,2026-01-21 04:29:00,2026-01-23 13:29:00
ap-southeast-1,RTX 4090,Free,ComfyUI / Stable Diffusion,Out_of_Credit,26.0,66,32,224.34,129.41,2026-04-27 02:09:00,2026-04-28 04:09:00
us-east-1,T4,Enterprise,Relational Database,CUDA_Out_Of_Memory,41.2,50,128,48.73,88.39,2026-04-18 08:48:00,2026-04-20 02:00:00
eu-central-1,CPU-Only,Free,Relational Database,User_Stopped,47.2,17,16,31.79,143.0,2026-03-31 04:42:00,2026-04-02 03:54:00
eu-central-1,T4,Free,Web App Hosting,User_Stopped,21.5,27,16,168.71,25.12,2026-04-25 17:35:00,2026-04-26 15:05:00
us-east-1,A100 80GB,Pro,PyTorch Training,Out_of_Credit,55.4,58,32,156.98,49.13,2026-03-09 02:13:00,2026-03-11 09:37:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,Hardware_Fault,65.0,36,32,226.01,105.72,2026-02-13 17:03:00,2026-02-16 10:03:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,Out_of_Credit,27.7,19,16,34.51,87.43,2026-02-18 23:01:00,2026-02-20 02:43:00
ap-southeast-1,CPU-Only,Enterprise,Relational Database,User_Stopped,57.7,23,32,73.7,35.75,2026-02-18 04:01:00,2026-02-20 13:43:00
eu-central-1,T4,Free,PyTorch Training,Hardware_Fault,21.1,10,128,187.9,17.07,2026-01-06 23:15:00,2026-01-07 20:21:00
ap-southeast-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,5.1,96,32,150.67,116.1,2026-01-11 06:58:00,2026-01-11 12:04:00
us-east-1,RTX 4090,Enterprise,Relational Database,CUDA_Out_Of_Memory,6.7,100,64,67.47,77.17,2026-02-20 11:44:00,2026-02-20 18:26:00
eu-central-1,T4,Enterprise,PyTorch Training,Out_of_Credit,22.5,92,16,31.4,75.11,2026-03-24 12:14:00,2026-03-25 10:44:00
ap-southeast-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,64.8,33,16,236.69,125.41,2026-03-05 07:08:00,2026-03-07 23:56:00
ap-southeast-1,T4,Enterprise,Relational Database,Out_of_Credit,47.1,51,128,219.53,26.79,2026-03-15 21:23:00,2026-03-17 20:29:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,Hardware_Fault,23.4,69,32,102.24,127.42,2026-04-23 11:51:00,2026-04-24 11:15:00
us-east-1,A100 80GB,Pro,Relational Database,Out_of_Credit,23.6,22,16,55.96,102.6,2026-01-08 15:20:00,2026-01-09 14:56:00
us-east-1,A100 80GB,Pro,Web App Hosting,Out_of_Credit,59.3,9,64,170.05,117.08,2026-01-15 09:51:00,2026-01-17 21:09:00
eu-central-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,68.7,34,32,107.02,141.11,2026-04-10 01:51:00,2026-04-12 22:33:00
eu-central-1,RTX 4090,Pro,Relational Database,User_Stopped,7.8,72,128,233.83,29.11,2026-03-11 12:39:00,2026-03-11 20:27:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,User_Stopped,4.4,15,16,119.77,102.14,2026-04-07 19:59:00,2026-04-08 00:23:00
eu-central-1,T4,Free,PyTorch Training,Out_of_Credit,24.2,9,128,205.42,96.32,2026-03-04 08:35:00,2026-03-05 08:47:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,3.6,39,32,51.94,2.44,2026-03-10 16:23:00,2026-03-10 19:59:00
us-east-1,T4,Free,Web App Hosting,CUDA_Out_Of_Memory,50.1,29,128,222.91,38.67,2026-02-13 00:20:00,2026-02-15 02:26:00
eu-central-1,RTX 4090,Pro,Relational Database,Out_of_Credit,25.5,82,32,146.81,8.52,2026-02-01 11:30:00,2026-02-02 13:00:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,User_Stopped,26.5,39,32,64.28,113.34,2026-04-08 09:13:00,2026-04-09 11:43:00
us-east-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,53.9,28,32,202.95,7.8,2026-01-14 11:39:00,2026-01-16 17:33:00
ap-southeast-1,RTX 4090,Enterprise,PyTorch Training,User_Stopped,13.1,36,64,192.85,67.97,2026-03-12 12:30:00,2026-03-13 01:36:00
us-east-1,CPU-Only,Pro,Web App Hosting,Hardware_Fault,24.0,22,16,232.11,127.34,2026-01-14 01:52:00,2026-01-15 01:52:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,65.3,81,16,217.25,112.54,2026-02-18 14:04:00,2026-02-21 07:22:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,41.5,64,128,95.15,13.35,2026-04-19 15:35:00,2026-04-21 09:05:00
us-east-1,CPU-Only,Free,Web App Hosting,Out_of_Credit,23.5,73,32,180.07,15.29,2026-01-12 06:56:00,2026-01-13 06:26:00
ap-southeast-1,T4,Pro,PyTorch Training,User_Stopped,19.0,31,128,119.11,22.52,2026-04-30 22:18:00,2026-05-01 17:18:00
ap-southeast-1,T4,Free,ComfyUI / Stable Diffusion,Hardware_Fault,38.8,51,128,76.48,76.73,2026-04-01 13:53:00,2026-04-03 04:41:00
eu-central-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Out_of_Credit,70.5,85,128,157.46,115.61,2026-02-09 15:24:00,2026-02-12 13:54:00
us-east-1,A100 80GB,Pro,PyTorch Training,User_Stopped,51.2,23,64,241.31,1.16,2026-01-09 18:29:00,2026-01-11 21:41:00
eu-central-1,A100 80GB,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,38.5,2,32,180.31,108.35,2026-02-12 05:15:00,2026-02-13 19:45:00
us-east-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,User_Stopped,70.5,54,32,149.94,148.42,2026-03-12 18:38:00,2026-03-15 17:08:00
eu-central-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,63.9,73,64,101.4,115.38,2026-03-30 14:32:00,2026-04-02 06:26:00
ap-southeast-1,CPU-Only,Free,Relational Database,Hardware_Fault,30.5,0,64,226.29,90.43,2026-03-08 22:33:00,2026-03-10 05:03:00
us-east-1,RTX 4090,Enterprise,Relational Database,CUDA_Out_Of_Memory,12.7,88,32,27.23,125.32,2026-01-12 11:13:00,2026-01-12 23:55:00
us-east-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Hardware_Fault,17.5,27,128,39.18,55.8,2026-02-14 14:54:00,2026-02-15 08:24:00
us-east-1,A100 80GB,Free,Relational Database,Hardware_Fault,22.0,10,16,184.68,118.66,2026-02-24 07:45:00,2026-02-25 05:45:00
us-east-1,RTX 4090,Pro,Relational Database,Out_of_Credit,10.3,43,32,195.65,60.61,2026-01-29 20:52:00,2026-01-30 07:10:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,Out_of_Credit,29.2,69,32,76.12,92.58,2026-04-09 06:19:00,2026-04-10 11:31:00
ap-southeast-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,61.7,5,128,107.58,89.88,2026-04-08 10:02:00,2026-04-10 23:44:00
us-east-1,CPU-Only,Enterprise,PyTorch Training,Hardware_Fault,39.5,88,16,54.08,42.75,2026-03-13 14:55:00,2026-03-15 06:25:00
us-east-1,T4,Enterprise,PyTorch Training,User_Stopped,35.9,38,128,30.4,62.32,2026-02-09 13:34:00,2026-02-11 01:28:00
eu-central-1,CPU-Only,Pro,Web App Hosting,Out_of_Credit,27.1,66,32,232.58,41.96,2026-02-19 20:03:00,2026-02-20 23:09:00
eu-central-1,RTX 4090,Free,PyTorch Training,Hardware_Fault,14.8,6,64,57.29,48.75,2026-02-22 03:19:00,2026-02-22 18:07:00
ap-southeast-1,CPU-Only,Free,PyTorch Training,User_Stopped,5.3,3,16,217.75,85.17,2026-02-22 06:52:00,2026-02-22 12:10:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,12.6,8,128,158.09,121.3,2026-02-19 12:18:00,2026-02-20 00:54:00
us-east-1,T4,Free,Relational Database,User_Stopped,58.8,12,16,74.7,37.5,2026-03-14 13:56:00,2026-03-17 00:44:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,63.9,26,32,193.58,132.58,2026-03-29 13:24:00,2026-04-01 05:18:00
eu-central-1,T4,Enterprise,Relational Database,Hardware_Fault,53.0,22,32,30.35,118.17,2026-02-26 20:49:00,2026-03-01 01:49:00
eu-central-1,CPU-Only,Free,PyTorch Training,Out_of_Credit,61.7,52,16,136.84,149.66,2026-01-18 19:02:00,2026-01-21 08:44:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,13.0,16,128,222.64,71.14,2026-01-20 17:28:00,2026-01-21 06:28:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,44.2,65,128,181.47,131.67,2026-01-01 00:16:00,2026-01-02 20:28:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,User_Stopped,53.4,62,16,14.5,104.69,2026-03-18 17:31:00,2026-03-20 22:55:00
us-east-1,RTX 4090,Pro,PyTorch Training,CUDA_Out_Of_Memory,18.2,91,64,59.37,116.98,2026-01-05 05:59:00,2026-01-06 00:11:00
ap-southeast-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,34.6,46,32,36.89,55.07,2026-02-16 14:52:00,2026-02-18 01:28:00
us-east-1,RTX 4090,Free,Web App Hosting,CUDA_Out_Of_Memory,52.9,23,16,16.05,29.28,2026-03-16 20:43:00,2026-03-19 01:37:00
ap-southeast-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,66.3,1,128,9.98,98.15,2026-03-10 04:07:00,2026-03-12 22:25:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,Hardware_Fault,22.3,85,16,240.12,18.39,2026-03-25 08:59:00,2026-03-26 07:17:00
ap-southeast-1,T4,Free,PyTorch Training,CUDA_Out_Of_Memory,65.7,31,128,80.21,144.64,2026-01-26 05:42:00,2026-01-28 23:24:00
eu-central-1,RTX 4090,Pro,Relational Database,Hardware_Fault,69.4,87,64,157.42,101.51,2026-04-07 18:15:00,2026-04-10 15:39:00
us-east-1,CPU-Only,Free,Relational Database,Out_of_Credit,60.4,75,16,11.13,47.71,2026-01-11 07:51:00,2026-01-13 20:15:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,5.1,68,16,120.81,141.19,2026-02-10 19:29:00,2026-02-11 00:35:00
eu-central-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,9.7,89,16,155.95,84.7,2026-01-08 04:05:00,2026-01-08 13:47:00
us-east-1,RTX 4090,Pro,Relational Database,User_Stopped,30.2,11,32,228.67,71.24,2026-01-25 19:27:00,2026-01-27 01:39:00
us-east-1,RTX 4090,Pro,PyTorch Training,Hardware_Fault,59.1,69,128,71.01,32.21,2026-04-23 18:52:00,2026-04-26 05:58:00
us-east-1,CPU-Only,Free,PyTorch Training,CUDA_Out_Of_Memory,15.1,62,64,5.11,50.95,2026-01-23 08:50:00,2026-01-23 23:56:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,CUDA_Out_Of_Memory,44.4,56,16,6.86,13.92,2026-04-30 22:21:00,2026-05-02 18:45:00
us-east-1,A100 80GB,Pro,Relational Database,Hardware_Fault,60.6,81,64,92.35,133.73,2026-03-28 05:53:00,2026-03-30 18:29:00
ap-southeast-1,T4,Pro,Web App Hosting,Out_of_Credit,41.3,6,64,102.9,69.59,2026-01-03 15:10:00,2026-01-05 08:28:00
ap-southeast-1,RTX 4090,Pro,Relational Database,Out_of_Credit,48.6,1,64,96.65,118.93,2026-04-19 13:41:00,2026-04-21 14:17:00
us-east-1,T4,Free,ComfyUI / Stable Diffusion,Out_of_Credit,56.5,78,64,157.02,88.65,2026-03-10 00:52:00,2026-03-12 09:22:00
ap-southeast-1,RTX 4090,Pro,Relational Database,User_Stopped,18.4,75,32,95.44,147.68,2026-03-25 23:21:00,2026-03-26 17:45:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,User_Stopped,18.6,52,32,29.87,42.8,2026-02-13 07:59:00,2026-02-14 02:35:00
eu-central-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,6.2,71,16,181.3,8.17,2026-01-06 18:36:00,2026-01-07 00:48:00
ap-southeast-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,51.7,42,64,214.96,46.34,2026-03-30 23:31:00,2026-04-02 03:13:00
ap-southeast-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,32.1,16,16,182.59,139.62,2026-02-10 09:02:00,2026-02-11 17:08:00
ap-southeast-1,T4,Free,Web App Hosting,User_Stopped,25.7,42,32,36.84,3.15,2026-03-30 05:45:00,2026-03-31 07:27:00
us-east-1,CPU-Only,Pro,PyTorch Training,CUDA_Out_Of_Memory,41.7,88,16,82.69,53.25,2026-01-20 00:10:00,2026-01-21 17:52:00
eu-central-1,CPU-Only,Pro,Relational Database,User_Stopped,45.6,61,64,153.59,104.01,2026-04-06 06:06:00,2026-04-08 03:42:00
eu-central-1,CPU-Only,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,8.3,97,128,210.19,52.28,2026-01-03 10:02:00,2026-01-03 18:20:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,7.0,43,16,141.35,98.16,2026-04-21 02:18:00,2026-04-21 09:18:00
eu-central-1,T4,Free,Relational Database,Out_of_Credit,10.6,23,16,79.22,44.77,2026-04-08 14:19:00,2026-04-09 00:55:00
us-east-1,A100 80GB,Free,ComfyUI / Stable Diffusion,User_Stopped,39.7,6,128,34.67,100.5,2026-02-04 17:07:00,2026-02-06 08:49:00
eu-central-1,RTX 4090,Pro,PyTorch Training,User_Stopped,33.9,84,128,209.17,45.86,2026-03-13 16:11:00,2026-03-15 02:05:00
eu-central-1,CPU-Only,Pro,Relational Database,Out_of_Credit,1.6,34,16,211.69,145.45,2026-01-07 04:40:00,2026-01-07 06:16:00
ap-southeast-1,T4,Pro,Web App Hosting,Out_of_Credit,39.4,48,32,239.9,76.2,2026-02-22 00:11:00,2026-02-23 15:35:00
ap-southeast-1,RTX 4090,Pro,Web App Hosting,CUDA_Out_Of_Memory,27.7,38,128,57.7,66.19,2026-02-10 02:24:00,2026-02-11 06:06:00
eu-central-1,T4,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,47.5,74,32,66.3,128.07,2026-04-07 18:07:00,2026-04-09 17:37:00
eu-central-1,T4,Pro,Web App Hosting,Out_of_Credit,35.9,80,128,61.06,100.61,2026-04-21 19:54:00,2026-04-23 07:48:00
eu-central-1,T4,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,4.6,17,16,212.07,62.1,2026-03-21 15:33:00,2026-03-21 20:09:00
eu-central-1,T4,Free,Web App Hosting,Out_of_Credit,67.7,92,64,25.87,118.89,2026-01-11 10:59:00,2026-01-14 06:41:00
ap-southeast-1,A100 80GB,Free,Relational Database,Hardware_Fault,54.1,61,16,148.67,57.73,2026-01-17 02:28:00,2026-01-19 08:34:00
eu-central-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,User_Stopped,4.7,18,128,242.69,84.6,2026-01-12 20:14:00,2026-01-13 00:56:00
eu-central-1,T4,Enterprise,Web App Hosting,User_Stopped,23.8,16,64,114.73,94.5,2026-04-13 21:13:00,2026-04-14 21:01:00
eu-central-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,21.4,11,128,117.95,23.31,2026-03-03 10:51:00,2026-03-04 08:15:00
eu-central-1,T4,Free,Relational Database,Hardware_Fault,1.4,16,64,7.53,134.56,2026-02-18 06:47:00,2026-02-18 08:11:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,User_Stopped,40.9,11,64,78.19,87.56,2026-04-06 10:26:00,2026-04-08 03:20:00
eu-central-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,User_Stopped,66.6,77,32,9.35,98.45,2026-04-06 05:38:00,2026-04-09 00:14:00
us-east-1,T4,Free,PyTorch Training,CUDA_Out_Of_Memory,32.2,64,64,114.29,133.19,2026-02-22 05:22:00,2026-02-23 13:34:00
us-east-1,CPU-Only,Free,ComfyUI / Stable Diffusion,User_Stopped,16.5,98,16,224.89,13.48,2026-02-20 15:18:00,2026-02-21 07:48:00
eu-central-1,CPU-Only,Pro,PyTorch Training,User_Stopped,18.5,89,32,120.89,76.63,2026-01-04 04:46:00,2026-01-04 23:16:00
ap-southeast-1,T4,Free,Relational Database,Out_of_Credit,47.4,26,64,33.6,112.38,2026-01-08 23:01:00,2026-01-10 22:25:00
ap-southeast-1,RTX 4090,Enterprise,PyTorch Training,Hardware_Fault,58.0,16,16,206.01,106.54,2026-03-09 20:21:00,2026-03-12 06:21:00
us-east-1,A100 80GB,Free,Relational Database,Hardware_Fault,70.4,58,32,236.85,137.41,2026-02-08 17:20:00,2026-02-11 15:44:00
eu-central-1,T4,Pro,Relational Database,Out_of_Credit,30.2,41,32,1.59,97.77,2026-02-21 12:55:00,2026-02-22 19:07:00
ap-southeast-1,T4,Free,Relational Database,Hardware_Fault,11.5,97,128,46.92,144.76,2026-04-16 15:11:00,2026-04-17 02:41:00
ap-southeast-1,T4,Free,Web App Hosting,Hardware_Fault,1.9,47,16,0.99,72.7,2026-01-16 03:54:00,2026-01-16 05:48:00
eu-central-1,T4,Enterprise,PyTorch Training,Hardware_Fault,62.0,95,16,147.71,74.62,2026-04-29 13:15:00,2026-05-02 03:15:00
eu-central-1,RTX 4090,Free,Relational Database,User_Stopped,5.3,66,32,139.84,57.81,2026-03-12 03:07:00,2026-03-12 08:25:00
us-east-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Hardware_Fault,64.6,52,16,94.29,57.19,2026-04-06 07:39:00,2026-04-09 00:15:00
eu-central-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,65.0,63,128,134.54,76.88,2026-03-17 15:06:00,2026-03-20 08:06:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,User_Stopped,23.6,51,16,50.1,86.02,2026-02-20 01:28:00,2026-02-21 01:04:00
us-east-1,RTX 4090,Pro,Web App Hosting,Out_of_Credit,36.9,62,128,14.7,143.27,2026-02-26 00:17:00,2026-02-27 13:11:00
us-east-1,CPU-Only,Free,Relational Database,CUDA_Out_Of_Memory,36.4,22,128,222.68,114.15,2026-03-01 17:10:00,2026-03-03 05:34:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,11.1,3,16,127.17,26.42,2026-04-15 11:42:00,2026-04-15 22:48:00
us-east-1,A100 80GB,Pro,Relational Database,User_Stopped,20.9,51,32,59.09,39.96,2026-03-05 17:03:00,2026-03-06 13:57:00
ap-southeast-1,RTX 4090,Enterprise,Relational Database,Out_of_Credit,35.9,57,64,120.12,111.2,2026-03-07 00:19:00,2026-03-08 12:13:00
eu-central-1,RTX 4090,Pro,Relational Database,Hardware_Fault,30.2,71,128,70.1,104.87,2026-01-12 19:23:00,2026-01-14 01:35:00
us-east-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Out_of_Credit,50.9,49,128,117.74,143.18,2026-03-21 07:41:00,2026-03-23 10:35:00
ap-southeast-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,10.0,26,16,32.74,123.9,2026-01-31 04:37:00,2026-01-31 14:37:00
us-east-1,T4,Enterprise,Relational Database,CUDA_Out_Of_Memory,32.4,94,64,83.86,9.55,2026-04-15 23:46:00,2026-04-17 08:10:00
eu-central-1,CPU-Only,Pro,Web App Hosting,CUDA_Out_Of_Memory,32.0,4,32,42.52,45.04,2026-04-28 18:25:00,2026-04-30 02:25:00
us-east-1,A100 80GB,Enterprise,Web App Hosting,Hardware_Fault,54.5,71,128,115.68,146.05,2026-03-20 02:26:00,2026-03-22 08:56:00
ap-southeast-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,43.1,12,64,96.74,147.72,2026-02-10 21:29:00,2026-02-12 16:35:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,User_Stopped,63.4,1,32,188.87,44.58,2026-04-08 06:41:00,2026-04-10 22:05:00
eu-central-1,A100 80GB,Free,Web App Hosting,Out_of_Credit,18.9,47,16,46.04,129.26,2026-01-03 16:52:00,2026-01-04 11:46:00
eu-central-1,A100 80GB,Enterprise,Relational Database,CUDA_Out_Of_Memory,66.6,56,32,8.06,141.95,2026-01-09 23:10:00,2026-01-12 17:46:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,User_Stopped,65.2,46,32,75.29,143.22,2026-04-29 16:44:00,2026-05-02 09:56:00
us-east-1,T4,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,20.6,61,64,67.27,77.49,2026-03-30 02:56:00,2026-03-30 23:32:00
us-east-1,A100 80GB,Free,Relational Database,User_Stopped,24.6,26,32,85.28,61.89,2026-02-01 17:17:00,2026-02-02 17:53:00
eu-central-1,CPU-Only,Pro,Relational Database,User_Stopped,20.8,35,64,194.12,109.21,2026-03-13 15:47:00,2026-03-14 12:35:00
eu-central-1,CPU-Only,Pro,Web App Hosting,Out_of_Credit,4.1,1,32,132.16,12.7,2026-03-30 07:22:00,2026-03-30 11:28:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,Out_of_Credit,51.4,6,16,221.46,9.01,2026-03-25 15:36:00,2026-03-27 19:00:00
eu-central-1,CPU-Only,Pro,Relational Database,Out_of_Credit,66.9,95,64,147.73,131.1,2026-02-11 06:47:00,2026-02-14 01:41:00
us-east-1,A100 80GB,Free,Relational Database,User_Stopped,56.3,41,32,51.95,145.77,2026-04-24 18:29:00,2026-04-27 02:47:00
us-east-1,T4,Pro,Relational Database,Hardware_Fault,35.3,69,16,101.16,30.39,2026-04-08 23:04:00,2026-04-10 10:22:00
us-east-1,CPU-Only,Enterprise,Web App Hosting,Out_of_Credit,61.5,8,64,77.84,54.7,2026-03-02 09:54:00,2026-03-04 23:24:00
ap-southeast-1,T4,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,5.9,67,128,155.84,83.87,2026-02-01 04:43:00,2026-02-01 10:37:00
ap-southeast-1,A100 80GB,Enterprise,Relational Database,Hardware_Fault,51.5,45,128,101.23,18.94,2026-01-29 01:06:00,2026-01-31 04:36:00
ap-southeast-1,T4,Free,Relational Database,Out_of_Credit,40.9,92,16,241.3,107.47,2026-04-25 00:05:00,2026-04-26 16:59:00
us-east-1,T4,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,37.0,55,128,56.35,40.54,2026-01-04 06:36:00,2026-01-05 19:36:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,42.2,26,32,91.98,109.04,2026-04-27 05:47:00,2026-04-28 23:59:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,Out_of_Credit,68.8,65,32,84.22,86.98,2026-01-23 22:37:00,2026-01-26 19:25:00
eu-central-1,RTX 4090,Free,ComfyUI / Stable Diffusion,Hardware_Fault,26.3,15,64,174.68,41.07,2026-02-05 21:52:00,2026-02-07 00:10:00
eu-central-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,24.7,42,128,124.26,143.35,2026-04-30 04:15:00,2026-05-01 04:57:00
eu-central-1,CPU-Only,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,7.5,29,128,174.08,1.92,2026-03-24 10:45:00,2026-03-24 18:15:00
us-east-1,RTX 4090,Pro,ComfyUI / Stable Diffusion,User_Stopped,59.7,56,16,29.74,99.85,2026-01-23 04:49:00,2026-01-25 16:31:00
us-east-1,A100 80GB,Enterprise,Relational Database,User_Stopped,49.0,13,32,57.35,113.98,2026-04-20 15:13:00,2026-04-22 16:13:00
ap-southeast-1,A100 80GB,Free,ComfyUI / Stable Diffusion,Out_of_Credit,67.2,61,64,85.65,72.4,2026-03-31 16:49:00,2026-04-03 12:01:00
ap-southeast-1,CPU-Only,Enterprise,Relational Database,CUDA_Out_Of_Memory,6.6,84,64,248.97,136.67,2026-01-11 10:03:00,2026-01-11 16:39:00
eu-central-1,CPU-Only,Pro,Relational Database,User_Stopped,6.9,69,64,98.19,91.46,2026-01-19 12:27:00,2026-01-19 19:21:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,42.5,49,64,169.94,118.55,2026-04-14 11:42:00,2026-04-16 06:12:00
us-east-1,RTX 4090,Pro,Web App Hosting,Hardware_Fault,36.0,62,128,208.43,105.93,2026-04-26 09:44:00,2026-04-27 21:44:00
eu-central-1,A100 80GB,Pro,Web App Hosting,User_Stopped,33.1,28,16,115.6,24.15,2026-03-11 19:56:00,2026-03-13 05:02:00
us-east-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,12.1,6,64,57.76,103.6,2026-02-03 12:09:00,2026-02-04 00:15:00
eu-central-1,T4,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,70.7,87,32,85.11,121.53,2026-01-12 10:37:00,2026-01-15 09:19:00
eu-central-1,CPU-Only,Free,PyTorch Training,Hardware_Fault,25.1,24,64,183.73,33.33,2026-02-04 21:10:00,2026-02-05 22:16:00
ap-southeast-1,CPU-Only,Pro,PyTorch Training,Out_of_Credit,41.2,1,32,94.79,67.34,2026-01-03 20:00:00,2026-01-05 13:12:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,Out_of_Credit,30.4,10,32,94.18,66.22,2026-03-01 11:28:00,2026-03-02 17:52:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,User_Stopped,20.2,89,64,249.1,54.34,2026-02-22 19:23:00,2026-02-23 15:35:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,CUDA_Out_Of_Memory,62.1,75,128,210.22,98.58,2026-03-16 23:56:00,2026-03-19 14:02:00
ap-southeast-1,A100 80GB,Enterprise,PyTorch Training,Out_of_Credit,30.0,80,32,125.66,95.6,2026-01-11 21:50:00,2026-01-13 03:50:00
